first_name,last_name,dob,company_id,last_active,score,member_since,state
Jacqueline,Rowland,1978-08-29,10,2018-11-27,60,1971,CO
Samuel,Hubbard,1975-03-23,14,2018-08-27,82,1974,DE
Maria,Thompson,1991-02-02,5,2018-08-03,68,1984,NJ
Erika,Brennan,1996-04-13,19,2018-04-07,54,1975,DC
Lisa,Roberts,1981-02-15,5,2018-04-01,99,1972,NY
Anna,Mcdaniel,1990-04-26,14,2018-10-05,39,1988,NE
Kenneth,Price,1983-12-28,2,2018-07-31,41,1970,LA
Sean,Patterson,1990-11-25,19,2018-12-18,99,1976,MT
Tracie,Navarro,1963-07-09,20,2018-07-25,85,2004,PA
Brandon,Gonzales,1979-03-18,20,2018-01-19,79,2008,SC
Charles,Martinez,1983-01-17,10,2018-11-23,32,1976,OR
Christian,Simmons,1979-10-26,17,2018-07-31,72,1975,OR
Daniel,Anderson,1995-07-29,18,2018-04-08,86,1972,KY
Edgar,Singleton,1997-10-28,8,2018-03-14,91,1972,IL
John,West,1989-07-16,7,2019-01-06,33,1988,NY
Vincent,Smith,1978-05-29,4,2018-03-20,43,1975,LA
Steven,Miller,1981-01-05,20,2018-06-24,88,1990,KS
Richard,Anderson,1991-06-18,20,2018-10-13,50,2013,MS
Travis,Soto,1994-09-09,14,2018-12-28,43,1983,WA
Jessica,Cross,1997-12-18,4,2018-04-25,75,1994,VA
James,Richardson,1994-03-08,15,2018-11-28,72,1981,MD
Keith,Williamson,1996-07-13,0,2018-07-17,32,1972,NH
Crystal,Martinez,1965-07-16,20,2018-06-02,49,1970,MI
Morgan,Calderon,1989-06-24,13,2018-09-04,35,1970,NE
Christina,Clark,1989-08-26,13,2018-07-16,98,1974,AL
Sara,Hardy,1991-05-21,17,2018-08-26,64,1984,VA
Nancy,Miller,1980-09-21,5,2018-03-03,30,1975,RI
Kristopher,Martinez,1994-04-20,3,2018-04-10,98,1992,WV
Troy,Wright,1992-04-29,16,2018-12-11,92,1975,CO
Samuel,Diaz,1990-04-11,20,2018-11-30,52,2002,CT
Nicholas,King,1995-01-20,2,2018-05-14,50,1994,KY
Paul,Levine,1992-10-13,3,2018-01-22,44,1978,GA
Francisco,Guzman,1996-11-22,5,2018-05-28,46,1995,AR
Evan,Williams,1999-01-09,12,2018-03-08,30,1995,NY
Sandra,Delacruz,1975-08-14,20,2018-10-22,56,2007,HI
Cynthia,Sheppard,1979-05-25,4,2018-06-10,76,1975,AK
Mike,Burns,1993-11-20,0,2018-10-04,61,1988,NJ
Cynthia,Mathis,1981-09-22,13,2018-12-08,47,1976,MN
Mark,Wheeler,1981-02-10,20,2018-05-13,90,2009,LA
Lori,Conway,1990-11-02,10,2018-12-15,72,1985,FL
Jennifer,Smith,1990-04-13,6,2018-01-22,70,1975,WA
Brianna,Welch,1985-07-06,20,2018-08-01,75,1982,MO
Vanessa,Cohen,1984-04-20,6,2018-10-28,96,1981,PA
Julie,Park,1990-01-14,4,2018-05-21,80,1972,UT
Marcus,Porter,1993-12-23,13,2018-04-02,85,1990,NC
Jillian,Moore,1969-05-22,20,2018-04-24,47,1975,DC
Eric,Moore,1993-06-18,17,2018-08-13,48,1975,SD
Laura,Hernandez,1990-06-14,15,2018-07-21,80,1985,RI
Jerry,Thompson,1984-05-05,11,2018-06-15,54,1977,NM
Michelle,Boyer,1990-03-24,0,2018-10-06,54,1988,CT
Joseph,Rhodes,1989-02-18,2,2018-05-16,36,1970,AL
Leon,Gross,1986-07-31,9,2018-02-07,52,1976,NV
William,Vega,1978-08-05,18,2018-07-06,60,1975,AL
Scott,Rodriguez,1998-01-31,3,2018-10-03,94,1980,CO
James,Jennings,1998-03-03,3,2018-11-06,87,1980,CO
Richard,Taylor,1991-02-09,1,2018-04-19,62,1988,NH
Stephen,Duncan,1989-12-07,9,2018-12-05,42,1975,CT
Adam,Hatfield,1978-03-28,0,2018-10-13,76,1971,AK
William,Mullen,1989-03-26,8,2018-01-16,89,1978,SD
Glen,Norton,1982-06-24,12,2018-08-25,97,1976,IN
Paula,Davenport,1996-11-07,15,2018-03-03,69,1987,PA
Mary,Cook,1993-10-18,0,2018-02-17,64,1974,OH
Daniel,Manning,1984-01-23,14,2018-09-29,73,1979,SD
Angela,Wright,1996-06-30,8,2018-11-20,78,1973,CA
Andrew,Hernandez,1997-12-01,4,2018-10-31,63,1970,AR
Kelly,Smith,1980-10-30,13,2018-10-21,73,1971,IL
Robert,Cervantes,1989-06-27,13,2018-02-01,97,1986,MO
Amanda,Oconnell,1993-02-08,15,2018-07-10,72,1971,ME
Jessica,Owens,1998-07-11,17,2018-11-26,96,1988,HI
Jessica,West,1961-04-24,20,2018-11-08,52,2014,LA
William,Barry,1978-02-07,15,2018-10-16,86,1971,HI
Troy,Wagner,1979-08-28,5,2018-03-14,62,1978,KY
David,Richardson,1987-12-03,13,2018-10-02,70,1974,MS
Timothy,Chang,1990-10-08,3,2018-09-04,51,1974,OK
Michael,Mcneil,1988-09-08,0,2018-11-13,70,1977,MN
Laura,Vance,1994-10-04,15,2018-03-07,38,1976,NJ
Daniel,Chavez,1996-12-18,0,2018-11-17,68,1995,RI
Karen,Middleton,1994-03-12,17,2018-10-23,92,1985,IA
Jessica,Thomas,1982-03-25,13,2018-02-06,86,1972,ND
Jeffery,Miller,1995-10-19,1,2018-07-01,68,1987,TX
Robert,Mitchell,1993-05-16,7,2018-04-13,55,1990,WY
Morgan,Preston,1995-11-24,9,2018-08-11,71,1973,IA
Jody,Neal,1978-06-09,20,2018-10-03,74,1971,CT
Adam,Irwin,1987-05-14,16,2018-03-08,80,1985,OR
Karen,Brown,1996-08-09,20,2018-03-01,70,1995,RI
Jacqueline,Colon,1996-08-20,3,2018-05-03,57,1980,MO
Ryan,Hicks,1987-06-08,11,2019-01-06,40,1981,MS
Jay,Hicks,1985-01-21,0,2018-02-02,94,1982,HI
Melissa,Brown,1993-08-22,14,2018-05-08,48,1986,NV
Jennifer,Mann,1972-08-09,20,2018-12-01,71,1984,GA
Chase,Rodgers,1987-05-25,3,2018-08-31,57,1983,FL
Adam,Miller,1979-06-24,13,2018-09-28,31,1970,KS
Mark,Trujillo,1991-03-03,20,2018-06-08,68,1980,DC
Ryan,Washington,1977-01-18,14,2018-04-02,92,1972,MD
Jennifer,Adams,1986-01-27,20,2018-03-29,66,2006,OR
Christopher,Perry,1973-10-03,16,2018-12-13,54,1972,AK
Daniel,Hunt,1985-12-01,16,2018-02-24,34,1971,MO
Karen,Adams,1998-08-29,7,2018-02-25,78,1973,HI
Megan,Oliver,1978-10-02,6,2018-10-18,77,1977,CO
Cassie,Villarreal,1994-04-14,1,2018-08-02,55,1985,SC
Mikayla,Gray,1994-08-31,5,2018-08-05,67,1985,DE
Angel,Hinton,1996-10-28,0,2018-09-10,61,1972,IA
Diane,Smith,1983-03-19,7,2018-10-12,76,1978,PA
Jessica,Jones,1976-01-14,20,2018-01-10,36,2013,ME
Kenneth,Sanchez,1998-12-04,2,2018-05-24,47,1987,NV
Jose,Murphy,1991-07-11,20,2018-07-25,75,2017,WI
Jeremy,Miller,1996-06-08,8,2018-03-30,48,1986,SD
Bruce,Hobbs,1980-01-04,20,2018-07-08,46,2000,MA
Gordon,Green,1981-03-11,20,2018-04-26,62,1975,LA
Philip,Collins,1987-12-19,5,2018-10-05,39,1986,DC
Jennifer,Cardenas,1996-02-18,15,2018-07-23,65,1990,CT
Patrick,Reed,1988-08-20,16,2018-02-01,71,1975,UT
Amber,Stevens,1996-08-16,17,2018-03-25,54,1990,OR
Joshua,Bell,1988-05-23,15,2018-01-20,51,1981,CA
Mary,Klein,1982-04-26,9,2018-02-22,39,1980,MT
Sheila,Brown,1968-04-05,20,2018-08-13,92,2013,ND
Karen,Rodriguez,1985-07-05,9,2018-09-01,71,1973,IL
Rhonda,Thompson,1985-08-18,1,2018-08-18,36,1978,TN
Todd,Reese,1985-02-27,5,2018-08-30,59,1972,FL
Thomas,Tyler,1985-11-29,0,2018-12-22,91,1977,UT
Joanna,Smith,1997-09-25,14,2018-07-29,67,1994,MA
Timothy,White,1995-10-25,8,2018-08-21,78,1987,CO
John,Flores,1998-04-02,0,2018-01-31,50,1979,IN
Rachel,Gonzales,1990-01-10,6,2018-09-30,90,1982,MN
Douglas,Brown,1995-11-06,14,2019-01-01,56,1982,ME
Chase,Burke,1997-02-06,6,2018-08-17,61,1983,OH
Bryan,Santiago,1986-10-06,7,2018-07-31,87,1981,WA
Robert,Rosario,1986-10-16,2,2018-06-17,64,1984,ME
Robert,Stanton,1995-06-17,17,2018-07-12,41,1981,SD
Joseph,Watson,1990-01-01,10,2018-12-24,99,1975,MT
Michael,Woodward,1959-04-23,20,2018-09-14,78,2007,MA
Paul,Kim,1998-11-09,7,2018-07-09,67,1980,MN
Kathryn,Henderson,1983-10-26,9,2018-06-23,77,1971,WI
Jeffrey,Miller,1984-12-04,20,2019-01-04,49,1974,IL
Theresa,Leonard,1981-03-31,20,2018-02-01,99,1978,MI
Karla,Anderson,1990-04-22,7,2018-04-17,99,1978,NV
Anthony,Harris,1984-09-09,6,2018-07-22,63,1977,NM
Roberta,Nielsen,1993-09-07,19,2018-02-08,83,1983,ME
Aaron,Schmidt,1985-12-21,18,2018-12-29,73,1976,AL
Julie,Owen,1984-08-01,10,2019-01-03,71,1981,IL
William,Smith,1996-09-05,19,2018-11-14,54,1973,CT
Mark,Merritt,1986-07-17,7,2018-08-16,39,1977,NE
James,Jones,1960-12-15,20,2018-02-26,30,1981,PA
Roy,Nichols,1988-04-24,5,2018-08-28,72,1981,KS
Miguel,Stevens,1980-09-02,19,2018-04-02,80,1971,MD
Dan,Turner,1995-11-11,20,2018-04-23,53,1985,DE
Gary,Smith,1982-05-03,15,2018-07-05,30,1970,SD
Nicole,Doyle,1977-05-17,10,2018-05-30,75,1973,IN
Robert,Ellis,1995-04-29,11,2018-10-27,62,1972,UT
James,Jones,1987-03-13,4,2018-03-07,91,1976,CT
Anthony,Green,1998-09-24,16,2018-12-10,87,1996,KY
Ralph,Williams,1998-10-09,9,2018-08-11,58,1974,NH
Michael,Palmer,1993-11-26,20,2018-09-21,32,1970,NC
Emma,Carroll,1990-04-19,8,2018-08-19,40,1981,MD
Jennifer,Clark,1998-03-27,3,2019-01-04,73,1977,OK
Michael,Moore,1977-07-14,13,2018-12-04,59,1975,FL
Justin,Clayton,1976-09-02,2,2018-12-04,40,1971,MN
Eric,Stewart,1983-03-06,10,2018-07-04,31,1978,MI
Jacqueline,Munoz,1995-03-29,20,2018-07-06,49,1977,PA
Frederick,Greer,1995-08-03,9,2018-04-12,85,1984,SD
Lori,Anderson,1969-06-01,20,2018-01-31,85,1975,CT
Jeffery,Hurley,1988-09-15,20,2018-10-31,60,1997,NY
Howard,Robertson,1992-01-22,2,2018-06-30,94,1983,WY
Ryan,Vargas,1978-07-20,8,2018-08-17,36,1977,NE
Stephen,Murphy,1998-05-21,12,2018-03-02,35,1985,NC
Adam,Jones,1989-08-01,9,2018-03-25,84,1984,WY
Ronald,Coleman,1976-05-16,8,2018-08-08,45,1975,CO
Matthew,Cox,1991-08-21,4,2018-04-05,31,1990,NJ
Brian,Zhang,1986-10-17,9,2018-09-04,52,1977,DE
Amy,Smith,1990-01-30,14,2018-07-07,47,1982,CA
Misty,Bradley,1992-02-21,5,2018-06-07,40,1972,GA
Matthew,Williams,1989-03-11,14,2018-11-22,67,1972,KY
Catherine,Wallace,1994-12-27,13,2018-11-24,62,1972,SD
Christian,Edwards,1982-02-03,17,2018-07-02,70,1971,MO
Peggy,Gonzalez,1998-04-02,12,2018-06-12,48,1984,AK
Caleb,Harris,1992-08-04,1,2018-02-12,99,1975,AK
Reginald,Calderon,1983-09-02,20,2018-10-20,35,2007,TX
Karen,Tate,1990-12-12,11,2018-01-23,31,1976,OR
John,Cross,1983-05-31,1,2018-04-13,53,1980,NM
Daniel,Valdez,1998-12-09,12,2018-05-13,83,1979,WV
Paul,Mcgrath,1996-05-08,16,2018-05-07,55,1975,UT
Emily,Sandoval,1997-05-17,1,2018-11-21,73,1990,VT
Laura,Parker,1972-05-10,1,2018-11-28,85,1971,NC
Katherine,Hunter,1976-08-12,2,2018-09-07,60,1973,NV
Kaylee,Goodwin,1987-01-26,16,2018-08-14,43,1973,NH
Tammy,Melton,1994-11-17,11,2018-10-07,89,1980,NH
Amy,Davidson,1981-11-15,20,2018-04-28,76,1983,IA
Jessica,Webb,1994-01-28,13,2018-01-25,77,1971,NY
Crystal,Cummings,1988-03-20,20,2018-06-08,77,1986,NH
Claudia,Smith,1994-04-29,11,2018-11-14,90,1971,VA
Jacob,Harris,1975-06-26,20,2018-12-06,94,2012,AK
Ryan,Kidd,1981-08-26,15,2018-08-02,88,1973,KY
Zachary,Oneill,1977-08-24,3,2018-02-01,62,1971,WY
Katelyn,Rodriguez,1969-06-29,20,2019-01-05,50,2014,IL
Michael,Rodriguez,1989-09-18,20,2018-09-30,66,2001,MO
Kathleen,Smith,1998-06-07,18,2018-10-07,91,1988,MN
Johnathan,King,1989-03-18,14,2018-05-30,77,1970,MI
Trevor,Estrada,1989-05-04,18,2018-12-07,66,1978,WV
Anita,Potter,1988-05-30,17,2018-08-29,41,1981,MN
Jason,Ballard,1997-08-06,2,2018-12-17,37,1976,OK
Kimberly,Ramsey,1993-10-04,19,2018-09-18,78,1975,AR
Charles,Williams,1993-05-23,11,2018-11-07,53,1974,CT
Derek,Brown,1984-05-10,12,2018-11-15,30,1973,SD
Melanie,Rojas,1994-05-26,20,2018-05-30,51,2003,ME
Robin,White,1987-04-06,19,2018-06-12,81,1984,PA
Cheryl,Klein,1984-04-17,7,2018-10-26,87,1972,IA
Susan,Williams,1996-11-18,11,2018-01-31,59,1983,DC
Cameron,Pruitt,1994-01-05,13,2019-01-04,41,1983,MD
Thomas,Martinez,1962-08-16,20,2018-03-16,96,1971,PA
Brittney,Brown,1997-05-27,10,2018-11-21,44,1994,PA
Victoria,Greer,1977-10-08,0,2018-02-14,42,1972,MI
Jacob,Nguyen,1983-02-16,20,2018-10-29,62,1985,NY
Angela,Gay,1995-06-17,13,2018-04-23,52,1970,AZ
Nancy,Briggs,1989-06-22,0,2018-04-30,62,1982,ND
Carrie,Green,1987-07-24,20,2018-02-02,49,1991,MA
Kathleen,Warren,1989-12-04,10,2018-04-29,54,1984,DC
Jillian,Martin,1992-06-18,13,2018-01-19,79,1981,AK
Alison,Lutz,1993-05-10,5,2018-08-11,63,1984,TX
Melanie,Golden,1992-05-23,0,2018-09-19,57,1975,CO
Brian,Rios,1991-08-01,14,2018-06-29,52,1972,PA
Melody,Campos,1980-03-23,16,2018-07-27,60,1978,FL
Katherine,Daniels,1994-07-27,19,2018-08-09,64,1985,VT
Sarah,Meyers,1986-02-08,2,2018-04-16,79,1971,OR
Michael,Cortez,1980-02-16,20,2018-09-26,63,1987,MO
John,Allen,1998-01-26,6,2018-01-14,99,1993,CO
Brian,Johnson,1990-05-21,9,2018-03-28,76,1975,CO
Timothy,Bell,1964-02-10,20,2019-01-04,80,1973,WY
Heather,Cooper,1998-08-15,7,2018-03-19,99,1974,AR
Adam,Brooks,1986-03-25,5,2018-04-07,36,1975,LA
Christopher,Powers,1980-01-22,0,2018-05-21,60,1977,WA
Aaron,Forbes,1984-08-17,1,2018-05-13,57,1975,SC
Michael,Pierce,1975-02-13,6,2018-10-23,69,1971,PA
Justin,Sampson,1990-11-23,19,2018-07-09,40,1978,NV
Joshua,Pierce,1985-03-31,12,2018-05-20,73,1981,DE
Timothy,Perkins,1981-03-05,0,2018-07-31,95,1978,NY
Lisa,Freeman,1997-04-03,18,2018-04-20,53,1991,VA
Howard,Stewart,1991-08-23,0,2018-11-10,82,1978,MD
Robert,Anderson,1986-08-06,11,2018-08-24,92,1976,TX
Daniel,Sawyer,1994-06-02,3,2018-12-29,80,1985,TN
Aaron,Anderson,1997-01-10,2,2018-03-05,88,1989,CT
Jamie,Mcclain,1990-09-13,10,2018-07-23,30,1985,GA
Douglas,Garcia,1981-01-08,1,2018-05-12,50,1980,GA
Gregory,Martin,1978-05-24,20,2018-12-20,63,1995,OH
John,Meyer,1988-08-23,14,2018-09-17,31,1976,AZ
Linda,Montoya,1987-04-03,20,2018-07-04,91,1984,NM
James,Jones,1997-06-09,3,2018-04-25,38,1974,VT
Shawn,Graves,1995-02-28,11,2018-09-16,94,1979,NE
Norman,Wells,1988-06-25,11,2018-08-25,62,1978,MD
Nathaniel,Wells,1994-01-05,20,2018-03-17,31,1995,LA
Michael,Lam,1978-03-14,6,2018-05-24,75,1970,HI
Laura,Nash,1990-07-20,2,2018-06-29,81,1970,OK
Carla,Mitchell,1972-01-21,12,2018-07-06,65,1971,AL
Joseph,Taylor,1988-11-24,8,2018-04-18,74,1983,ND
Mark,Greene,1980-08-31,18,2018-10-19,37,1974,LA
Amanda,Robinson,1995-10-19,5,2018-11-29,77,1970,LA
Amanda,Kennedy,1990-08-08,14,2018-03-19,85,1985,WA
Sarah,Parker,1997-02-06,5,2018-09-09,60,1981,RI
Travis,Wright,1988-01-12,20,2018-09-08,39,2013,MI
Kayla,Larson,1969-01-20,20,2018-01-20,36,1999,VT
Shirley,Zimmerman,1979-11-16,14,2018-12-23,37,1974,TX
Ruth,Valdez,1987-02-15,12,2018-12-16,54,1986,NM
Justin,Stewart,1988-10-09,0,2018-01-21,79,1987,RI
Sheila,Fisher,1998-10-09,18,2018-02-23,80,1988,RI
Jennifer,Sanchez,1985-08-29,7,2018-05-30,41,1982,WA
John,Stark,1983-08-13,8,2018-01-24,72,1970,OK
Shelly,Bradford,1998-03-09,5,2018-11-12,48,1973,CA
Bonnie,Livingston,1977-09-27,20,2018-01-23,89,1997,KY
Jonathan,Baldwin,1983-11-30,7,2018-04-05,91,1975,DC
Brooke,Key,1984-10-22,13,2018-08-09,49,1981,MD
Morgan,Ruiz,1998-12-09,17,2018-06-10,30,1977,NE
Thomas,Clarke,1986-12-15,20,2018-08-17,67,1989,VT
Natasha,Smith,1997-07-08,9,2018-10-31,74,1980,LA
Michael,Campbell,1971-09-19,20,2018-04-29,45,2018,TX
Karen,Guzman,1986-10-17,5,2018-12-24,92,1975,ME
Shannon,Taylor,1991-03-25,19,2018-05-19,94,1979,WV
Matthew,Murphy,1983-01-16,15,2018-06-10,48,1971,WI
Carolyn,Lee,1981-12-26,0,2018-12-03,66,1975,AK
Jennifer,Anderson,1982-07-05,7,2018-06-01,85,1973,NE
Tara,Jones,1994-01-12,10,2018-04-29,52,1984,NV
Ryan,Mullins,1989-04-06,0,2018-06-29,46,1973,KS
Deborah,Morris,1991-10-11,8,2018-04-01,56,1985,LA
Timothy,Harris,1979-10-07,17,2018-08-03,35,1974,SC
Michael,Smith,1973-01-08,20,2018-05-22,76,1989,WV
Kelli,Garrett,1992-11-08,19,2018-09-12,44,1970,PA
Carrie,Oliver,1997-09-02,17,2018-01-21,94,1996,AZ
Anna,Williams,1998-01-14,9,2018-11-26,65,1994,WV
Kirk,Allen,1998-11-05,4,2018-08-29,75,1992,WV
Chad,Knox,1976-03-20,5,2018-10-24,91,1973,MT
Javier,Wheeler,1984-11-17,4,2018-07-07,88,1970,NV
Eugene,Reed,1985-05-03,20,2018-06-18,52,1983,UT
Joshua,Michael,1978-11-07,2,2018-08-06,63,1971,WI
Andrew,Bautista,1994-11-25,18,2018-10-29,70,1987,WV
Richard,Marshall,1996-06-21,18,2018-11-16,65,1972,MI
Alison,Joseph,1995-03-13,2,2018-04-25,84,1991,GA
Rhonda,Flores,1992-05-28,11,2018-04-07,70,1989,DC
Cody,Atkinson,1995-11-24,0,2018-10-17,32,1984,AZ
Lisa,Rodriguez,1998-07-13,16,2018-04-10,66,1994,FL
Timothy,Johnson,1980-01-10,0,2018-10-05,81,1979,MT
Michael,Perez,1991-12-11,3,2018-08-24,98,1974,NH
Jacqueline,Allen,1980-03-27,16,2018-07-31,75,1972,MN
Michael,Wilson,1988-08-25,9,2018-09-09,31,1976,IL
Stacy,Taylor,1995-02-01,7,2018-02-07,91,1991,DE
Seth,Hayden,1983-04-22,18,2018-05-29,55,1982,DE
Jason,Hardy,1991-03-07,11,2018-03-21,45,1990,RI
Jocelyn,Murphy,1975-10-31,12,2018-01-22,96,1970,IA
Henry,Walters,1990-02-28,5,2018-05-20,94,1988,NH
Angela,Shaw,1995-08-05,5,2018-11-24,38,1970,WV
George,Evans,1992-02-04,15,2018-12-07,99,1988,AL
Joel,Moore,1990-12-07,1,2018-07-22,62,1976,WA
Adrian,Gross,1998-03-31,17,2018-11-01,51,1981,IN
Jill,Lane,1983-05-29,1,2018-02-14,39,1982,HI
Mary,Travis,1995-02-03,3,2018-06-24,50,1991,VA
Alexander,Eaton,1975-03-19,9,2018-06-21,88,1971,NE
Charles,Williams,1998-04-14,13,2018-10-12,71,1977,ND
Dakota,Hunter,1973-02-08,12,2018-02-14,35,1972,AR
Jordan,Hall,1988-09-07,18,2018-02-02,36,1971,TN
Jacob,Hill,1998-08-19,14,2018-07-09,52,1990,IA
Lori,Zamora,1995-06-16,19,2018-09-15,47,1991,MN
Nicole,Walker,1989-12-20,6,2018-06-11,97,1988,TX
Jamie,Rodriguez,1981-04-23,12,2018-04-18,79,1975,NV
William,Summers,1997-11-20,5,2018-12-30,90,1978,NE
Jesse,Stevens,1986-12-27,20,2018-04-04,85,1983,HI
Jacob,Velasquez,1982-08-25,20,2018-07-13,67,1992,AR
Christopher,Munoz,1983-02-27,20,2018-12-31,89,1975,IL
Benjamin,Garcia,1966-08-02,20,2018-10-23,43,2012,AZ
Joseph,Martin,1988-11-02,16,2018-02-23,93,1972,CA
Phillip,Schwartz,1993-04-14,14,2018-04-10,59,1970,AK
Karen,Gonzalez,1986-05-27,3,2018-02-25,40,1979,MI
Patricia,Mitchell,1993-05-17,3,2018-11-28,71,1976,VA
Shawn,Phillips,1997-06-26,3,2018-06-01,61,1980,NV
Hannah,Brown,1977-11-12,15,2018-08-25,38,1973,MT
Alan,Adams,1980-10-12,20,2018-10-10,40,1983,ID
Jared,Hill,1983-08-09,1,2018-09-06,59,1978,WY
James,Gomez,1995-12-06,12,2018-03-05,93,1983,AZ
Lindsay,Mendoza,1992-10-15,0,2018-03-08,70,1981,MD
Adrienne,Bell,1965-09-18,20,2018-05-31,60,2009,DE
Melvin,Fleming,1982-02-10,20,2018-07-29,65,1981,WV
Jessica,Adams,1972-09-18,15,2018-07-10,89,1970,FL
Mark,Lee,1995-11-25,2,2018-07-18,88,1985,WV
Bethany,Williamson,1961-03-31,20,2018-05-27,55,1974,NC
Johnathan,Church,1976-01-29,20,2018-12-08,79,1999,WI
Craig,Oliver,1995-01-02,15,2018-01-14,60,1989,HI
Richard,Hansen,1992-10-20,18,2018-07-05,73,1990,IL
Stanley,Coleman,1980-06-19,8,2018-04-09,92,1970,LA
Andre,Santiago,1997-02-23,14,2018-10-01,78,1975,IL
Christopher,Johnson,1987-04-13,9,2018-10-14,67,1970,WV
Yvonne,Johnson,1993-10-08,17,2018-06-19,49,1977,ME
Jennifer,Peterson,1992-09-29,0,2018-06-27,88,1970,NM
Clifford,Bryant,1970-08-17,20,2018-08-28,72,1995,KS
Kevin,Bennett,1988-11-27,2,2018-05-01,51,1984,ME
Kyle,Butler,1989-12-19,6,2018-07-18,71,1975,AZ
Amanda,Nguyen,1995-11-08,14,2018-03-07,61,1994,OK
Katherine,Zuniga,1989-02-13,3,2018-04-13,96,1988,ID
Kevin,Harris,1986-11-15,17,2018-02-02,51,1979,PA
Ryan,Summers,1993-01-28,13,2018-10-24,85,1982,WY
Maria,Stevens,1989-02-11,3,2018-02-10,52,1982,IA
Courtney,Taylor,1996-08-21,20,2018-11-03,88,1976,ND
Robert,Garcia,1976-09-28,2,2018-05-14,70,1971,NY
Deborah,Foster,1981-10-05,20,2018-07-30,56,2017,FL
Natasha,Wagner,1981-03-03,16,2018-02-26,77,1975,OK
Brian,Miller,1986-07-02,14,2018-08-08,51,1979,RI
Robert,Welch,1997-11-21,17,2018-11-30,33,1991,ND
John,Gregory,1984-04-11,15,2018-11-15,65,1970,VT
Samantha,Williams,1961-05-31,20,2018-04-12,83,1990,MO
Danielle,Wolf,1984-02-28,0,2018-10-20,32,1982,DC
Brandon,Rollins,1990-08-27,1,2018-09-27,58,1978,CT
Shannon,Davis,1997-12-12,11,2018-11-18,54,1981,RI
Peter,Hall,1988-09-26,20,2018-12-23,31,1987,AL
Arthur,Brown,1986-11-08,9,2018-09-21,79,1978,MN
Timothy,Jones,1988-02-05,5,2018-12-31,52,1986,NV
John,Erickson,1991-11-15,0,2018-03-20,83,1976,NM
Daniel,Diaz,1984-08-14,19,2018-02-19,68,1972,VA
Dean,Martin,1996-07-29,15,2018-07-07,60,1993,WA
Tim,Gardner,1962-07-12,20,2018-01-09,36,1979,MT
Derek,Bell,1998-11-27,17,2018-08-26,85,1988,NJ
Adam,Gallegos,1992-12-02,2,2018-06-13,47,1984,HI
Selena,Hayden,1994-03-08,9,2018-01-27,62,1989,IA
Jeffery,Smith,1998-11-06,5,2018-05-14,54,1974,UT
William,Mullins,1979-08-17,0,2018-06-10,36,1971,ND
Matthew,Wagner,1994-02-17,5,2018-12-09,44,1991,VA
Allison,House,1982-11-04,10,2018-05-19,59,1976,VT
Samuel,Davis,1990-06-20,7,2018-12-08,96,1973,VA
Amy,Nguyen,1989-11-10,20,2018-10-20,56,1997,MI
Sabrina,Potter,1979-07-10,11,2018-10-15,54,1976,CT
Veronica,Lewis,1990-02-07,15,2018-01-12,66,1976,NJ
Daniel,Byrd,1982-10-19,15,2018-11-19,39,1973,ND
Kurt,Guerra,1991-01-06,10,2018-09-21,82,1983,CO
Ashley,Horne,1984-02-29,16,2018-11-01,84,1970,NC
Tiffany,Monroe,1974-03-30,14,2018-08-26,92,1972,NV
Henry,Weber,1981-05-05,20,2018-01-30,84,2009,DE
Evelyn,Huynh,1974-12-05,19,2018-08-23,96,1971,WY
Lauren,Butler,1995-12-31,1,2018-07-10,44,1979,NY
Michael,Hampton,1993-09-10,12,2018-11-09,76,1971,VA
Robert,Peters,1997-06-05,20,2018-10-02,69,1996,SD
Angela,Cole,1993-05-03,6,2018-05-25,60,1991,AL
Christy,Baker,1989-10-30,7,2018-08-03,47,1970,RI
Brandon,Watkins,1981-02-18,3,2018-04-05,78,1974,CA
Laura,Harrison,1981-07-19,18,2018-12-03,59,1975,ID
Ricky,Holden,1990-12-09,14,2018-07-14,39,1978,NY
Joshua,Bryant,1986-07-24,7,2018-07-09,58,1981,NJ
Patricia,Harris,1980-04-16,6,2018-05-04,74,1970,DC
Stephen,Hicks,1998-06-07,15,2018-11-13,71,1976,NH
Heather,Jackson,1998-07-18,2,2018-07-31,46,1970,MA
Alejandra,Moore,1959-12-11,20,2018-07-29,38,2009,NH
Steven,Matthews,1983-03-03,5,2018-02-01,80,1980,MT
Blake,Hill,1998-08-22,10,2018-12-21,61,1971,ME
Dwayne,Davis,1973-06-13,15,2018-11-04,74,1971,CO
Lauren,Gordon,1986-07-17,9,2018-12-15,70,1971,CO
Barbara,Contreras,1979-05-21,7,2018-08-26,57,1975,AZ
Charles,Santiago,1990-05-26,12,2018-05-15,97,1983,TN
Jennifer,Day,1991-05-07,2,2018-11-13,57,1977,MD
Felicia,Johnson,1992-03-19,18,2018-04-16,31,1985,CA
Melissa,Love,1989-02-22,20,2018-06-11,80,1972,MI
Christine,Butler,1991-03-30,15,2018-04-25,74,1975,NJ
Nancy,Bryan,1980-09-20,20,2018-02-15,83,1979,IN
Cindy,Farmer,1991-01-02,3,2018-05-16,85,1981,PA
Brian,Ellis,1990-02-26,8,2018-10-04,57,1973,VT
Sally,Smith,1990-09-29,5,2018-12-02,41,1977,NM
Russell,Morse,1991-03-06,3,2018-09-16,71,1981,CO
