name,date_of_birth,company_id,last_active,score,joined_league,us_state
Martha Johnson,1986-12-15,9,2018-07-31,56,1978,North Carolina
Alex Tapia,1994-07-04,5,2019-01-05,93,1993,Connecticut
Jay Davis,1978-08-18,0,2018-03-03,34,1975,Louisiana
Mr. Anthony Olson,1983-01-02,17,2018-06-28,78,1971,Mississippi
Daniel Cole,1986-01-12,3,2018-11-23,93,1982,Illinois
James Peterson,1985-05-20,20,2018-11-06,61,1998,Delaware
James Harris,1975-10-10,17,2018-08-09,75,1972,California
Alan Lee,1997-10-16,10,2018-02-06,87,1976,New Jersey
Darlene Mcguire,1996-02-22,18,2018-01-22,63,1978,Hawaii
Sarah Mckay,1983-12-23,12,2018-03-14,32,1977,Iowa
Stephanie Smith,1995-03-27,11,2018-10-12,60,1979,Oregon
Kim Collier,1993-02-09,2,2018-06-09,35,1989,South Carolina
Steven Meadows,1991-08-03,13,2018-08-27,58,1980,South Carolina
Christina Nicholson,1979-06-28,16,2018-10-27,43,1975,Illinois
Zachary Lawrence,1979-02-02,11,2018-06-22,64,1978,Mississippi
James Taylor,1997-08-23,14,2018-06-16,86,1984,Michigan
Scott Smith,1993-06-11,20,2018-05-04,33,1978,Georgia
Christopher Velez,1983-08-11,0,2018-03-06,67,1971,Maryland
Linda Ward,1993-05-13,11,2018-02-14,35,1992,New Jersey
Rebecca Sanchez,1992-08-20,4,2018-03-01,42,1987,Mississippi
Kendra Diaz,1980-07-12,3,2018-07-30,95,1970,Kansas
Samuel Manning,1996-11-23,14,2018-04-28,51,1989,New Jersey
Travis Riley,1964-10-20,20,2018-11-17,36,1982,Michigan
Christy Lang,1987-03-23,14,2018-09-03,91,1974,Maine
Brandon Scott,1986-04-25,20,2018-07-08,58,1991,Alaska
Ryan Boyd,1991-07-13,20,2018-02-22,52,1982,North Dakota
Mark Ortega,1989-06-13,20,2018-05-12,30,1985,Ohio
Amanda Rogers,1990-02-07,5,2018-02-22,67,1987,Idaho
Dana Obrien,1994-05-10,4,2018-08-14,36,1973,Iowa
Chad Shaffer,1989-01-28,20,2018-05-04,43,2002,Vermont
Joshua Thomas,1986-11-20,14,2018-12-08,66,1985,North Carolina
Willie Crawford,1993-08-28,18,2018-08-30,76,1972,Kansas
Justin Norton,1997-08-20,17,2018-01-28,79,1982,North Dakota
Chad Miles,1991-10-15,15,2018-06-29,91,1975,Utah
Frank Peterson,1991-11-11,12,2018-01-21,74,1974,Washington
Kevin Carroll,1981-12-20,18,2018-03-19,80,1979,Idaho
Cheryl Mays,1995-10-22,18,2018-06-13,34,1994,Virginia
Timothy Henderson,1973-03-07,8,2018-05-27,94,1972,Maine
Meghan Jones,1994-04-18,5,2018-09-12,32,1979,Delaware
Rachel Murray,1991-09-27,14,2018-05-10,53,1989,New Hampshire
Angela Torres,1983-03-06,9,2018-09-06,58,1980,Nevada
Benjamin Miller,1963-11-24,20,2018-07-12,69,1980,Arkansas
Keith Fisher,1986-04-24,14,2018-12-26,86,1980,Utah
Justin Sanchez,1984-02-14,15,2018-03-04,51,1976,New Mexico
Kenneth Klein,1990-09-09,2,2018-04-25,43,1977,Vermont
Sarah Navarro,1991-11-05,9,2018-11-21,77,1979,Georgia
Janice Daniels,1990-01-07,1,2018-11-08,73,1981,Rhode Island
David Sharp,1993-04-12,16,2018-07-10,79,1975,Ohio
Heidi Keller,1996-06-11,8,2018-10-01,38,1978,Tennessee
Mackenzie Carroll,1989-11-17,14,2018-11-26,89,1982,Mississippi
Laurie Chambers,1989-12-27,20,2018-05-29,45,1995,West Virginia
Kelly Bell MD,1994-02-02,18,2018-09-29,71,1980,Pennsylvania
Ariel Moses,1993-11-03,20,2018-05-27,60,1987,New Mexico
Julie Leon MD,1995-07-27,2,2018-07-29,67,1975,West Virginia
Kimberly Carter,1992-07-04,10,2018-11-16,82,1991,Utah
Christopher Dawson,1991-09-20,11,2018-11-29,52,1974,New Mexico
Joshua Martinez,1974-08-04,20,2018-03-06,49,2018,Nebraska
Taylor James,1991-04-16,19,2018-05-07,51,1978,Michigan
Ashlee Martinez,1991-12-12,9,2018-01-31,41,1985,Missouri
Jeffrey Olsen,1978-01-26,20,2018-12-23,51,2014,New Hampshire
Jason Murray,1972-05-23,5,2018-06-13,53,1971,New York
Mary Barnett,1970-07-19,20,2018-03-21,32,2013,Wyoming
Jennifer Ward,1990-06-10,5,2018-01-22,98,1984,Alaska
Jessica Barnes MD,1994-03-16,13,2018-05-27,67,1981,Hawaii
Diane Delgado,1974-01-17,4,2018-06-05,50,1971,Iowa
James Turner,1988-07-16,16,2018-03-20,48,1973,Ohio
Leah Hendricks,1997-06-10,15,2018-01-16,88,1981,Iowa
Christopher Watkins,1997-07-15,0,2018-11-11,92,1974,Connecticut
Megan Lopez,1984-02-14,11,2018-11-22,44,1978,New Hampshire
Jeffrey Ray,1996-02-02,13,2018-06-27,91,1985,New Mexico
Jennifer Hudson DVM,1994-07-13,18,2018-08-09,92,1974,Hawaii
Kristen Kim,1971-02-27,3,2018-12-26,87,1970,New Jersey
Laura Warren,1966-04-23,20,2018-03-03,50,2002,Virginia
Jason Rivera,1959-05-09,20,2018-08-06,79,1984,Illinois
Lori Pittman,1996-10-13,9,2018-05-23,30,1982,Arkansas
Sean Owens,1977-02-21,13,2018-09-02,48,1971,Delaware
Christopher Johnson,1985-06-24,19,2018-04-04,53,1971,Arkansas
Chelsey Garcia,1983-07-31,6,2018-12-14,61,1975,Oklahoma
Jill Rios,1983-07-16,12,2019-01-01,49,1970,Arkansas
Chad Meyer,1996-09-30,13,2018-03-19,79,1978,South Carolina
Brian Lawson,1982-04-17,10,2018-01-29,58,1977,Alabama
Debra Watson MD,1998-08-11,6,2018-10-03,49,1976,Wisconsin
Melissa Smith,1994-09-03,5,2018-04-02,86,1983,Alaska
Blake Huber,1981-01-01,8,2018-11-22,39,1975,Georgia
John Johnson,1997-04-27,15,2018-02-04,70,1988,Idaho
Julia Williams,1986-06-21,2,2018-04-28,71,1981,Florida
John Ward,1986-12-06,9,2018-10-29,72,1977,Tennessee
Noah Oconnell,1992-04-16,13,2018-04-21,54,1980,Oklahoma
Lisa Marshall,1990-07-29,3,2018-08-06,97,1972,North Carolina
Megan Roberts,1992-03-24,10,2018-07-03,34,1985,Nevada
John Cochran,1995-03-27,17,2018-03-24,70,1983,Ohio
Susan Humphrey,1979-11-21,4,2018-03-07,80,1970,Iowa
Alexandra Bush,1985-12-15,20,2018-12-13,97,2013,Alaska
Steven Leach,1992-02-19,12,2018-03-06,83,1981,North Carolina
Kimberly Wilson,1996-11-06,11,2019-01-07,88,1988,West Virginia
Natalie Yang,1989-05-29,20,2018-09-09,88,1971,New Hampshire
Michael Lewis,1988-01-29,12,2018-12-12,87,1975,Montana
Sheri Watts,1993-10-29,11,2018-08-12,58,1987,Hawaii
Melissa Macdonald,1995-05-02,6,2018-03-19,94,1993,Virginia
Laura Gibson,1980-10-17,3,2018-10-25,91,1976,Arkansas
Jill Mcdonald,1998-08-12,11,2018-02-06,90,1985,Rhode Island
Ryan Hamilton,1985-12-09,1,2018-09-19,95,1970,Iowa
Lisa Raymond,1985-03-19,20,2018-06-26,49,1975,South Dakota
Michelle Thompson,1986-10-05,8,2018-02-04,86,1983,North Dakota
Jessica Carson,1992-04-25,14,2018-10-11,52,1972,Maine
Mark Davis,1991-07-19,14,2018-04-17,66,1982,Delaware
Susan Coleman,1994-09-20,2,2018-04-09,52,1993,Tennessee
Anthony Kramer,1992-12-22,11,2018-02-24,61,1974,North Carolina
Michael Waters,1985-03-29,20,2018-08-14,58,1999,Connecticut
Carlos Dunn,1992-09-10,2,2018-05-16,65,1974,Nevada
Bridget Brady,1973-09-16,20,2018-05-31,64,1983,Maine
Debra Hogan,1993-11-20,15,2018-06-13,86,1983,Idaho
Lauren Singh,1991-12-13,4,2018-02-01,64,1976,Alaska
Taylor Knight,1998-04-26,4,2018-02-23,53,1978,Tennessee
Vincent Bray,1962-10-07,20,2018-08-22,43,1974,Florida
Robert Trujillo,1982-10-13,7,2018-08-15,71,1973,Oklahoma
Terry Armstrong,1988-06-16,1,2018-01-10,57,1985,Washington
Rebecca Thomas,1992-11-18,7,2018-11-16,55,1970,Arkansas
William Lopez,1987-07-23,15,2018-09-14,38,1975,Washington
Michael Brown,1982-10-20,7,2018-11-11,81,1977,Nebraska
Eric Todd,1998-07-16,20,2018-01-26,38,1977,Arkansas
Diana Rodgers,1983-09-13,7,2018-10-05,89,1971,Arizona
Valerie Knight,1993-05-06,6,2018-12-28,73,1972,Georgia
Christina Medina,1986-03-27,14,2018-12-04,47,1970,Maine
Timothy Hogan,1974-04-07,13,2018-03-19,61,1972,Washington
Justin Ramos,1991-07-15,17,2018-12-10,33,1978,Connecticut
Elizabeth Smith,1982-04-21,14,2018-08-15,51,1976,Colorado
Joshua Martin,1996-01-24,13,2018-04-04,51,1995,Washington
Gregory Barry,1989-08-14,7,2018-01-10,35,1976,Virginia
David Chase,1993-12-01,0,2018-02-10,74,1979,Wisconsin
Kristen Meyer,1997-08-24,3,2018-11-19,56,1987,Georgia
Anthony Stanley,1992-08-20,9,2018-05-14,62,1985,Colorado
Natalie Riley,1992-06-24,6,2018-05-28,86,1982,Colorado
Richard Cruz,1979-03-18,2,2018-05-05,31,1978,Wyoming
Kim Sutton,1991-09-29,20,2018-11-27,68,1987,Oregon
Kristina Ross,1975-11-07,13,2018-11-16,94,1973,Rhode Island
Philip Stout,1989-09-18,8,2018-02-01,57,1988,Colorado
Aaron Johnson,1992-07-28,20,2018-09-18,80,2007,Utah
Thomas Meyer,1995-10-19,12,2018-05-30,40,1988,Iowa
Dawn Pacheco,1992-06-10,14,2018-04-23,97,1975,Oklahoma
Megan Hunter,1996-02-23,7,2018-10-19,39,1982,North Carolina
Mr. Tyler Rice MD,1992-03-23,4,2018-08-11,30,1986,Idaho
Mark Williams,1992-05-12,5,2018-07-03,78,1982,Tennessee
Dr. Cole Weber MD,1963-02-21,20,2018-08-07,92,1972,Iowa
Blake Lee,1982-01-12,13,2018-05-10,91,1976,Minnesota
Christopher Jones,1979-02-06,20,2018-04-13,85,2000,Mississippi
Patrick Cooper,1960-07-05,20,2018-05-15,66,2002,Michigan
Kimberly Hill,1982-10-18,19,2018-11-29,60,1974,Virginia
William Perez,1977-03-27,4,2018-10-10,30,1971,Wisconsin
Danielle Burgess,1991-04-12,8,2018-12-20,70,1986,Georgia
Susan Valdez,1995-12-07,4,2018-12-26,93,1979,Wisconsin
Brenda Cooper,1995-04-08,7,2018-10-27,98,1984,Virginia
Carl Herrera,1989-10-29,4,2018-08-03,73,1979,Iowa
Phillip Hopkins,1996-07-23,16,2018-04-02,65,1986,Minnesota
Brent Golden,1991-06-12,15,2018-01-30,50,1983,Oregon
Allison Phillips,1987-04-04,7,2018-05-20,90,1985,Oregon
Connor Kelley,1997-10-03,5,2018-01-28,66,1989,Utah
Kimberly Phillips,1992-05-10,18,2018-08-13,64,1971,North Dakota
Jacob White,1992-05-05,20,2018-12-26,69,1983,Missouri
Brad Thompson,1967-10-26,20,2018-11-21,82,1998,Tennessee
Charles Silva,1961-09-15,20,2018-07-05,79,2015,Connecticut
Rhonda Oconnor,1977-06-27,6,2018-09-16,43,1973,Minnesota
Walter Booker MD,1993-03-03,9,2018-05-15,35,1991,California
Amanda Diaz,1997-01-20,20,2018-10-04,88,2005,Indiana
Terry Lopez,1987-04-11,19,2018-05-10,31,1982,New Mexico
Deborah Hoffman,1995-10-04,14,2018-08-17,92,1982,Washington
Erica Lynch,1982-06-26,7,2018-02-08,97,1980,Missouri
Amanda Johnson,1988-07-20,20,2018-12-26,86,1973,Missouri
Alex Castro,1979-09-23,5,2018-12-31,48,1971,Virginia
Jennifer Quinn,1990-05-29,16,2019-01-08,97,1982,Michigan
Kevin Ferguson,1977-05-07,15,2018-01-20,34,1975,Tennessee
Vincent Morgan,1991-03-22,2,2018-11-15,94,1984,Maine
Matthew Butler,1989-05-08,10,2019-01-09,44,1972,Arkansas
David Thompson,1977-01-26,1,2018-01-14,91,1975,Kansas
Susan Parker,1986-11-03,14,2018-11-25,85,1972,Arizona
Benjamin Osborne,1997-04-02,20,2018-10-06,42,1975,Vermont
Dr. Samantha Mclaughlin,1989-11-23,3,2018-04-26,38,1977,Mississippi
Scott Myers,1989-02-08,15,2018-04-20,66,1973,Virginia
Ryan Moore,1981-12-15,11,2018-07-20,94,1976,Arizona
Eric Johnson,1984-03-04,7,2018-05-29,70,1978,Alaska
Robert Moran,1977-11-14,8,2018-11-19,95,1972,New Hampshire
Beth Edwards,1985-08-23,17,2018-08-30,83,1984,New York
Daniel Andrews,1988-04-06,8,2018-10-09,65,1970,Delaware
Brittany Lee,1996-09-14,11,2018-07-26,64,1978,Rhode Island
Kimberly Clark,1991-08-15,18,2018-06-26,91,1990,Wyoming
Brandy Smith,1987-02-21,20,2018-02-08,86,1970,Utah
Kevin Mckay,1993-08-04,2,2018-03-29,46,1989,Montana
Michael Parker,1995-11-10,18,2018-07-08,57,1981,Alabama
Richard Boyle,1984-03-13,12,2018-12-20,46,1982,Missouri
Jeremy Berg,1968-03-24,20,2018-03-02,40,1974,Arkansas
Daniel Bailey,1987-07-20,11,2018-06-16,39,1975,Montana
Ian Cohen,1998-06-25,5,2018-12-13,39,1975,Nevada
Carla Santiago,1985-11-10,15,2018-07-12,84,1971,Idaho
Victor Spence,1993-12-11,11,2018-08-15,87,1988,South Dakota
Anthony Martin,1991-06-11,0,2018-06-05,31,1981,New Mexico
Patrick Francis,1979-08-01,14,2018-12-23,73,1977,Indiana
Rhonda Adams,1986-05-25,8,2018-10-09,78,1980,Iowa
George Hodge,1977-05-15,10,2018-03-13,42,1976,Iowa
Johnathan Davis,1976-12-18,10,2018-07-30,85,1970,Louisiana
Robin Bright,1981-12-21,15,2018-06-11,46,1977,Indiana
Louis Heath,1991-11-29,16,2018-03-19,48,1981,Rhode Island
Julie Harvey,1987-09-17,13,2018-03-13,62,1981,Virginia
Joseph Cruz,1987-09-10,9,2018-09-09,91,1973,Alaska
Jeffrey Sutton,1987-02-22,20,2018-08-20,70,2009,New Hampshire
Abigail Clay,1970-12-21,20,2018-04-15,48,2004,Oregon
Ian Johnson Jr.,1988-12-06,15,2018-02-22,53,1980,Oregon
Kevin Ford,1984-05-28,5,2018-11-01,86,1981,Kentucky
Gregory Ortega,1991-06-09,20,2018-12-27,39,2018,Pennsylvania
Dillon Bradley,1995-07-06,16,2018-06-28,61,1984,Nebraska
Michael Williams,1996-09-28,5,2018-05-30,64,1990,New Jersey
Shawn Scott,1990-02-17,14,2018-06-02,48,1985,Vermont
Jeffrey Stevens,1995-10-04,16,2018-02-12,80,1971,California
Victoria Greene,1994-04-27,9,2018-06-30,53,1981,Tennessee
Emily Campbell,1992-05-11,3,2018-02-05,89,1970,Virginia
Taylor Wilson,1995-01-04,17,2018-12-03,52,1984,Oklahoma
Kenneth Moore,1975-07-26,9,2018-10-27,62,1974,Mississippi
Amy Vasquez,1990-05-20,20,2018-06-04,49,2009,Alaska
Melissa Little,1983-04-09,0,2018-10-14,39,1972,Nebraska
Laura Lee,1977-07-22,1,2018-03-23,71,1971,Mississippi
Alexander Mcguire,1992-12-20,1,2018-09-25,60,1982,Virginia
Stephen West,1998-02-14,14,2018-11-20,63,1985,Utah
Sarah Sandoval,1973-10-08,5,2018-12-09,79,1972,Minnesota
Sabrina Yang,1990-07-07,8,2018-02-06,41,1989,Missouri
Samantha Howe,1982-02-03,17,2018-11-24,40,1976,New Hampshire
Brian Rhodes,1996-11-17,11,2018-01-25,37,1970,California
Ruben Juarez,1986-09-21,0,2018-11-26,85,1972,Connecticut
John Diaz,1993-01-16,2,2018-05-06,48,1985,Nebraska
Duane Patel,1998-03-11,19,2018-12-25,55,1991,Nebraska
Katie Pratt,1998-06-13,4,2018-02-14,61,1997,West Virginia
Michael Clark,1995-06-29,2,2018-01-22,62,1975,Indiana
James Williams,1994-09-02,19,2018-10-07,32,1973,Massachusetts
Martin Garrison,1994-12-25,0,2018-04-23,41,1984,Nebraska
Morgan Chapman,1987-04-06,18,2018-02-21,40,1985,Alabama
James Powell,1987-06-30,18,2018-02-27,31,1986,North Carolina
Dylan Martin,1997-12-17,7,2018-12-12,57,1984,North Carolina
Elizabeth Dillon,1973-08-24,19,2018-10-16,46,1971,Utah
Jessica Coffey,1995-06-15,6,2018-01-11,45,1981,Iowa
Jason Williams,1981-10-08,20,2018-03-15,98,2003,Utah
Sabrina Campbell,1996-01-07,4,2018-01-28,48,1975,Delaware
Darius Rowland,1979-09-05,12,2018-05-06,44,1971,Kentucky
Molly Peterson,1990-12-29,3,2018-05-20,36,1975,Iowa
Jenna Snow,1986-10-01,5,2018-02-27,75,1982,Delaware
Melissa Daniel,1991-07-30,20,2018-11-01,31,2012,Virginia
Kathleen Nguyen,1998-03-31,10,2018-07-06,84,1989,Kansas
Megan Stout,1982-01-19,9,2018-10-02,90,1977,Minnesota
Michael Dixon,1978-11-19,6,2018-03-11,71,1974,Missouri
Jennifer Walton,1989-10-30,0,2018-07-21,40,1984,Delaware
Kevin Beck,1986-09-28,11,2018-10-09,40,1984,Maryland
Paul Reed,1992-08-11,17,2018-08-12,52,1973,Ohio
Joshua Becker,1987-07-01,6,2018-11-28,63,1973,Rhode Island
Sandy Torres,1992-09-28,0,2018-07-06,49,1984,Delaware
Nicholas Clark,1997-03-11,2,2018-08-18,66,1982,West Virginia
Shannon Knight,1975-06-17,13,2018-02-11,51,1972,Vermont
Carolyn Walker,1987-01-12,16,2018-06-23,72,1982,Wisconsin
Justin Palmer,1991-06-20,6,2018-09-17,33,1985,Oregon
Jessica Chavez,1985-02-13,20,2018-09-26,58,1980,Michigan
Richard Hernandez,1984-06-19,3,2018-02-11,73,1976,Kentucky
Nicole Martin,1988-05-23,15,2018-04-16,97,1983,Wisconsin
Monica Williamson,1970-09-30,20,2018-07-14,86,2018,Missouri
James Barnes,1982-09-10,15,2018-04-02,69,1973,California
Rebekah Archer,1984-09-05,12,2018-11-15,80,1971,Utah
George Cisneros,1992-03-25,18,2018-06-20,50,1980,Oregon
Richard Clark,1998-09-08,16,2018-06-22,43,1972,Virginia
Danielle Cook,1985-01-28,16,2018-06-22,44,1980,Rhode Island
Wanda Daniels,1992-04-07,4,2018-02-09,75,1971,Florida
Lauren Hernandez,1997-04-26,20,2018-02-01,56,1974,Iowa
Matthew Mendez,1982-08-27,9,2018-08-17,88,1981,Texas
Alexis Wagner,1973-10-28,20,2018-05-02,81,1993,Connecticut
Debra Fleming,1983-07-24,0,2018-12-26,68,1977,Delaware
David Turner,1989-06-22,15,2018-05-06,44,1973,North Carolina
Laura Macdonald,1998-06-21,2,2018-07-14,34,1989,Michigan
Shawn Cooley,1981-06-10,11,2018-11-23,90,1978,Alabama
Taylor Myers,1977-12-27,15,2018-04-16,63,1970,Idaho
Anthony Wilcox,1986-11-07,6,2018-02-22,73,1975,Arizona
Steve Scott,1997-10-24,17,2018-12-24,39,1977,Wisconsin
Angel Blackwell,1998-10-27,8,2018-03-12,35,1993,Rhode Island
Debbie Chavez,1977-02-09,16,2018-05-10,49,1972,Delaware
Amanda Owens,1978-06-12,4,2018-01-25,73,1977,Washington
Caroline Cook,1977-04-13,20,2018-02-08,46,2014,Florida
Kimberly Wu,1981-10-23,6,2018-06-26,30,1971,Arkansas
Tina Smith DDS,1987-10-18,0,2018-12-07,34,1978,South Carolina
Stephanie Mitchell,1994-08-03,12,2018-05-16,76,1987,Idaho
Joshua Simmons,1985-11-23,3,2018-02-19,46,1971,Mississippi
Ethan Crosby,1987-06-19,16,2018-03-22,79,1984,Oklahoma
Jonathan Carpenter,1992-06-11,9,2018-05-09,58,1990,Louisiana
Daryl Sanchez,1994-04-12,11,2018-05-26,46,1977,Colorado
Angela Williamson,1978-08-17,13,2018-01-22,74,1971,Wyoming
Christine Schmitt MD,1990-05-22,6,2018-11-03,61,1985,New Mexico
Luke Lee,1991-01-30,6,2018-08-18,38,1987,Nevada
Alexander Rhodes,1989-06-14,2,2018-07-14,80,1976,Wyoming
Angela Cook,1994-05-09,14,2018-12-24,91,1979,Kansas
Jessica Garcia,1988-09-30,17,2018-06-04,52,1980,Idaho
Leah Figueroa,1983-06-22,9,2018-10-05,82,1971,Rhode Island
John Reese,1993-11-21,7,2018-12-06,52,1989,South Carolina
Christian Carr,1997-12-30,15,2018-01-14,43,1972,Utah
Jeffrey Soto,1986-07-13,8,2018-06-29,62,1975,New Mexico
Jeremy Thomas,1975-01-25,8,2018-03-20,38,1972,Connecticut
Alexander Wright,1990-04-15,20,2018-10-06,45,2013,Georgia
Victoria Hanna,1967-06-22,20,2018-03-26,31,1983,Washington
Tammy Miller,1996-06-30,5,2018-09-02,86,1978,Pennsylvania
Jenna Rodriguez,1981-12-15,4,2018-02-04,63,1980,South Dakota
Rhonda Morales,1989-06-03,16,2018-04-06,74,1983,Alaska
Hannah Brown,1975-12-23,3,2018-06-23,36,1970,North Dakota
Thomas Miller,1982-07-02,20,2018-06-29,41,1989,Maryland
Dennis Washington,1991-07-10,7,2018-06-14,76,1970,Alaska
Nancy Fisher,1998-10-18,11,2018-09-18,89,1977,Idaho
Susan Lewis,1970-02-02,20,2018-06-26,86,2001,Alabama
Leslie Anderson,1996-08-14,19,2018-03-16,90,1995,Rhode Island
Ashley Hurley,1990-05-22,19,2018-06-30,33,1987,Wyoming
Jeffrey Lawrence,1991-10-17,20,2018-07-24,73,2004,Alaska
Keith Ballard,1989-09-30,20,2018-12-06,42,1987,South Carolina
Tony Wall,1997-06-19,10,2018-09-23,56,1994,Oklahoma
Erin Deleon,1990-02-02,10,2018-04-16,68,1985,Michigan
Jennifer Brown,1977-11-19,8,2018-12-18,85,1971,Louisiana
Emily Carter,1990-03-06,17,2018-10-28,90,1971,Idaho
Mary Buchanan,1974-07-03,4,2018-07-01,45,1971,Oregon
Samantha Pittman,1978-08-20,16,2018-09-20,75,1976,New York
Rhonda Tate,1959-07-16,20,2018-08-20,62,2017,Texas
Jordan Hurst,1989-03-14,16,2018-06-27,31,1975,Pennsylvania
Susan Fisher,1976-10-15,20,2018-12-21,78,2016,Alabama
Cody Fry,1996-05-09,19,2018-08-28,52,1988,Delaware
Theresa Flores,1977-06-19,20,2018-01-11,93,1984,Louisiana
Todd Patton,1995-06-01,13,2018-01-27,37,1993,Kansas
Thomas Woods,1980-02-14,7,2019-01-09,94,1977,Idaho
Ricardo Palmer,1980-07-20,16,2018-02-09,90,1972,Maine
Edward Dunn,1993-10-19,13,2018-08-06,77,1979,West Virginia
Thomas Soto,1982-11-16,16,2018-08-27,55,1971,Montana
Bryan Collins,1995-09-16,19,2019-01-08,54,1972,Michigan
Michael Pearson,1992-07-14,11,2018-08-05,68,1982,Nebraska
Terry Moore,1991-03-15,2,2018-07-30,80,1981,Iowa
Vincent Olson,1988-04-02,6,2018-08-14,94,1980,Nebraska
Ariana Lloyd,1995-04-17,17,2018-10-22,49,1979,Virginia
Kristine Vargas,1989-10-07,20,2018-03-10,70,2016,Oregon
Michael Hall,1994-05-19,18,2018-04-21,49,1972,Vermont
Dr. Kenneth Phelps,1987-08-26,4,2018-08-11,82,1980,Montana
Anthony Pineda,1968-02-21,20,2018-08-21,80,1984,Ohio
Christopher Morrow,1994-04-05,18,2018-10-20,39,1978,California
Dean Phillips,1990-08-03,15,2018-06-01,94,1979,Pennsylvania
Christopher Jones,1993-05-24,1,2018-06-04,91,1986,Minnesota
Raymond Scott,1989-10-10,16,2018-03-19,59,1988,Colorado
Virginia Mason,1985-11-11,7,2018-10-15,53,1979,Mississippi
Brittany Price,1996-10-30,13,2018-06-28,86,1973,Georgia
Mrs. Colleen Mayer,1998-04-13,18,2018-08-06,58,1994,Massachusetts
James Palmer,1988-02-21,20,2018-12-07,88,1978,Delaware
Vanessa Murphy,1993-02-13,5,2018-10-31,60,1989,Washington
Ashley Clark,1987-04-24,1,2018-09-05,30,1972,Alabama
Joseph Bell,1992-01-30,4,2018-07-11,74,1974,Washington
Kevin Arnold,1977-11-30,15,2018-06-17,70,1974,Colorado
Brittany Brown,1969-03-29,20,2018-12-28,54,1976,New Jersey
Jasmine Nicholson,1988-08-04,20,2018-09-16,78,1990,Florida
Brandon Sellers,1992-09-12,10,2018-04-05,95,1986,West Virginia
Julia Le,1989-11-05,11,2018-02-01,88,1977,California
Nicholas Conway,1996-04-26,2,2018-02-10,82,1991,Wisconsin
Julia Martin,1982-03-30,2,2018-02-07,81,1974,Maine
Tina Thornton,1997-08-03,19,2018-03-13,43,1990,Tennessee
Brianna Payne,1975-02-02,20,2018-02-02,79,2004,Wisconsin
Connie Smith,1979-05-25,3,2018-07-11,90,1974,Mississippi
Andrew Mckinney,1990-05-24,1,2018-04-09,67,1973,Virginia
Laura Gomez,1991-11-10,9,2018-05-06,93,1979,Maine
Brenda Strickland,1966-11-10,20,2018-06-08,70,2000,Indiana
Allison Jimenez,1984-04-02,15,2018-08-24,46,1976,Indiana
Deanna Hendricks,1991-08-20,14,2018-11-30,49,1970,Idaho
Dr. Kristin Serrano,1998-07-20,14,2018-11-21,86,1992,Georgia
Douglas Hooper,1992-05-31,6,2018-12-17,63,1979,Tennessee
Jennifer Bates,1974-04-28,5,2018-06-21,98,1971,Texas
Beth Jones,1992-05-26,5,2018-10-01,41,1986,Vermont
Olivia Bradford,1982-06-08,4,2018-08-17,48,1971,Indiana
Jonathon Salinas,1983-03-05,6,2018-07-09,72,1982,South Carolina
Vincent Meza,1984-08-04,6,2019-01-01,40,1979,Montana
Stacy James,1998-10-03,6,2018-09-24,92,1989,Alaska
Nathan Jones,1997-04-23,14,2018-02-23,66,1976,North Carolina
Brett Perez,1995-07-04,3,2019-01-01,99,1977,Rhode Island
Anita James,1992-12-09,3,2018-08-07,86,1971,Massachusetts
Tyler Livingston,1977-02-15,20,2018-05-07,98,1981,Texas
Jeffrey Carpenter,1995-05-17,8,2018-07-13,83,1971,Montana
Michael Miller,1973-01-21,11,2018-04-22,42,1971,Mississippi
Crystal Swanson,1961-06-09,20,2018-12-11,77,2008,West Virginia
Nicole Andrade,1994-10-25,20,2018-07-23,50,1972,Vermont
John Butler,1986-08-29,16,2018-08-18,32,1978,Nevada
Carolyn Schmidt,1983-06-10,13,2018-08-27,69,1979,Iowa
Valerie Kaufman,1998-05-24,5,2018-05-25,59,1996,North Dakota
Bonnie Peters,1983-03-09,20,2018-06-30,47,1985,New Mexico
John Walker,1987-08-17,3,2018-01-23,87,1973,North Carolina
Kristopher Martin,1997-08-13,0,2018-08-18,44,1974,South Dakota
Amanda Adkins,1971-03-05,20,2018-03-16,42,1995,Colorado
Jeremiah Anderson,1997-10-06,17,2018-09-28,71,1976,Kentucky
Linda Evans,1993-12-09,11,2018-11-27,73,1984,Wyoming
Rodney Kidd,1978-09-13,15,2018-05-24,71,1970,New Mexico
Donna Thomas,1984-10-01,7,2018-06-27,91,1971,North Dakota
Madeline Garcia,1989-01-23,15,2018-10-26,57,1980,West Virginia
Alicia Mills,1995-06-15,15,2018-05-31,88,1971,New Mexico
Benjamin Rhodes,1987-02-15,15,2018-10-04,50,1979,New York
Eric Davis,1968-03-06,20,2018-10-26,69,1987,Alaska
Brittney Kelly,1975-12-18,20,2018-11-20,60,1970,Arizona
Shelby Garcia,1991-04-28,9,2018-04-29,75,1987,Alabama
David Thompson,1996-01-25,5,2018-07-16,42,1976,Wyoming
Robert Bailey,1994-05-22,8,2018-03-21,74,1977,Indiana
Thomas Benson,1980-04-14,8,2018-05-03,31,1970,Rhode Island
Evan Hall,1980-07-10,3,2018-06-04,95,1976,Delaware
Sarah Johnson,1990-09-22,3,2018-08-05,38,1983,Michigan
David Hill,1995-12-29,20,2018-04-02,43,1996,New York
